transaction_id,date,product_id,product_name,category,brand,store_id,region,city,units_sold,revenue,promotion_flag,stock_level,stockout_flag
T01089,2025-05-06,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,156,6240,False,209,False
T01090,2025-02-17,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,53,3180,False,146,False
T01091,2025-01-16,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,114,10260,False,71,False
T01092,2025-04-10,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,63,1260,False,339,False
T01093,2025-02-03,P102,Orange Soda,Beverage,FizzCo,S002,South,Bengaluru,149,5215,False,169,False
T01094,2025-05-25,P103,Potato Chips,Snacks,Crunchy,S005,East,Kolkata,95,1900,False,64,False
T01095,2025-03-23,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,31,1860,False,262,False
T01096,2025-02-20,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,108,9720,False,72,False
T01097,2025-05-20,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,105,2100,False,399,False
T01098,2025-02-01,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,81,3240,False,259,False
T01099,2025-03-20,P104,Salted Nuts,Snacks,Crunchy,S001,South,Hyderabad,35,2100,False,66,False
T01100,2025-03-08,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,30,600,False,123,False
T01101,2025-03-26,P104,Salted Nuts,Snacks,Crunchy,S005,East,Kolkata,112,6720,False,8,True
T01102,2025-04-22,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,205,8200,True,40,False
T01103,2025-04-15,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,55,1375,True,85,False
T01104,2025-04-17,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,99,3960,False,362,False
T01105,2025-03-21,P102,Orange Soda,Beverage,FizzCo,S003,North,Delhi,85,2975,False,188,False
T01106,2025-02-25,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,193,6755,True,284,False
T01107,2025-04-17,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,71,1775,False,247,False
T01108,2025-05-30,P106,Biscuits,Bakery,BakeWell,S004,West,Mumbai,53,1325,False,307,False
T01109,2025-02-27,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,78,2730,False,385,False
T01110,2025-02-27,P104,Salted Nuts,Snacks,Crunchy,S003,North,Delhi,92,5520,False,319,False
T01111,2025-04-18,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,58,1450,False,244,False
T01112,2025-01-28,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,76,3040,False,319,False
T01113,2025-04-04,P106,Biscuits,Bakery,BakeWell,S004,West,Mumbai,93,2325,False,20,True
T01114,2025-03-19,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,54,2160,False,8,True
T01115,2025-01-23,P104,Salted Nuts,Snacks,Crunchy,S001,South,Hyderabad,105,6300,False,68,False
T01116,2025-05-25,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,99,5940,False,13,True
T01117,2025-01-10,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,83,1660,False,23,True
T01118,2025-01-06,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,27,1080,False,166,False
T01119,2025-06-28,P102,Orange Soda,Beverage,FizzCo,S003,North,Delhi,102,3570,False,188,False
T01120,2025-03-27,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,81,7290,True,363,False
T01121,2025-05-03,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,40,800,False,255,False
T01122,2025-02-20,P104,Salted Nuts,Snacks,Crunchy,S005,East,Kolkata,36,2160,False,255,False
T01123,2025-01-06,P102,Orange Soda,Beverage,FizzCo,S004,West,Mumbai,21,735,False,159,False
T01124,2025-04-08,P104,Salted Nuts,Snacks,Crunchy,S003,North,Delhi,50,3000,False,282,False
T01125,2025-02-24,P106,Biscuits,Bakery,BakeWell,S002,South,Bengaluru,49,1225,False,51,False
T01126,2025-04-11,P103,Potato Chips,Snacks,Crunchy,S004,West,Mumbai,113,2260,False,261,False
T01127,2025-05-03,P106,Biscuits,Bakery,BakeWell,S001,South,Hyderabad,151,3775,True,138,False
T01128,2025-03-29,P103,Potato Chips,Snacks,Crunchy,S005,East,Kolkata,85,1700,False,41,False
T01129,2025-06-15,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,47,1880,False,94,False
T01130,2025-01-15,P103,Potato Chips,Snacks,Crunchy,S004,West,Mumbai,80,1600,False,334,False
T01131,2025-06-13,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,173,6055,True,269,False
T01132,2025-02-01,P106,Biscuits,Bakery,BakeWell,S001,South,Hyderabad,36,900,True,322,False
T01133,2025-01-17,P104,Salted Nuts,Snacks,Crunchy,S001,South,Hyderabad,94,5640,False,92,False
T01134,2025-02-04,P105,Energy Drink,Beverage,PowerUp,S001,South,Hyderabad,122,10980,False,80,False
T01135,2025-05-18,P105,Energy Drink,Beverage,PowerUp,S002,South,Bengaluru,100,9000,False,104,False
T01136,2025-01-21,P104,Salted Nuts,Snacks,Crunchy,S003,North,Delhi,46,2760,True,271,False
T01137,2025-02-04,P106,Biscuits,Bakery,BakeWell,S002,South,Bengaluru,115,2875,True,298,False
T01138,2025-03-02,P103,Potato Chips,Snacks,Crunchy,S001,South,Hyderabad,121,2420,True,349,False
T01139,2025-06-10,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,105,3675,False,297,False
T01140,2025-06-26,P105,Energy Drink,Beverage,PowerUp,S001,South,Hyderabad,107,9630,False,309,False
T01141,2025-05-09,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,51,2040,False,322,False
T01142,2025-06-07,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,103,2060,False,313,False
T01143,2025-06-27,P105,Energy Drink,Beverage,PowerUp,S001,South,Hyderabad,121,10890,False,211,False
T01144,2025-05-10,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,51,1020,False,8,True
T01145,2025-06-26,P102,Orange Soda,Beverage,FizzCo,S004,West,Mumbai,140,4900,False,112,False
T01146,2025-01-28,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,27,1080,False,338,False
T01147,2025-05-03,P101,Cola 500ml,Beverage,FizzCo,S005,East,Kolkata,32,1280,False,200,False
T01148,2025-06-23,P106,Biscuits,Bakery,BakeWell,S002,South,Bengaluru,92,2300,False,355,False
T01149,2025-03-20,P102,Orange Soda,Beverage,FizzCo,S003,North,Delhi,101,3535,False,282,False
T01150,2025-04-03,P102,Orange Soda,Beverage,FizzCo,S003,North,Delhi,105,3675,False,317,False
T01151,2025-01-05,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,119,10710,False,50,False
T01152,2025-05-27,P105,Energy Drink,Beverage,PowerUp,S005,East,Kolkata,225,20250,True,16,True
T01153,2025-06-20,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,48,1200,False,386,False
T01154,2025-01-02,P106,Biscuits,Bakery,BakeWell,S002,South,Bengaluru,98,2450,False,51,False
T01155,2025-01-08,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,35,875,False,398,False
T01156,2025-02-09,P104,Salted Nuts,Snacks,Crunchy,S005,East,Kolkata,39,2340,False,33,False
T01157,2025-02-16,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,35,1400,False,207,False
T01158,2025-05-27,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,46,920,False,235,False
T01159,2025-06-30,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,88,5280,False,100,False
T01160,2025-05-10,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,128,4480,False,4,True
T01161,2025-02-06,P101,Cola 500ml,Beverage,FizzCo,S002,South,Bengaluru,97,3880,False,308,False
T01162,2025-06-20,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,149,5960,False,319,False
T01163,2025-02-12,P102,Orange Soda,Beverage,FizzCo,S004,West,Mumbai,162,5670,True,177,False
T01164,2025-06-19,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,133,11970,False,158,False
T01165,2025-04-17,P105,Energy Drink,Beverage,PowerUp,S005,East,Kolkata,105,9450,False,272,False
T01166,2025-01-11,P105,Energy Drink,Beverage,PowerUp,S002,South,Bengaluru,67,6030,False,23,True
T01167,2025-01-04,P105,Energy Drink,Beverage,PowerUp,S002,South,Bengaluru,135,12150,False,376,False
T01168,2025-01-19,P104,Salted Nuts,Snacks,Crunchy,S005,East,Kolkata,184,11040,True,189,False
T01169,2025-05-03,P101,Cola 500ml,Beverage,FizzCo,S002,South,Bengaluru,59,2360,True,233,False
T01170,2025-05-27,P106,Biscuits,Bakery,BakeWell,S001,South,Hyderabad,124,3100,True,227,False
T01171,2025-04-08,P105,Energy Drink,Beverage,PowerUp,S002,South,Bengaluru,207,18630,False,181,False
T01172,2025-06-08,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,105,9450,False,73,False
T01173,2025-06-30,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,207,8280,True,95,False
T01174,2025-05-06,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,89,2225,False,194,False
T01175,2025-04-24,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,61,5490,False,372,False
T01176,2025-04-30,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,79,1975,False,47,False
T01177,2025-03-11,P103,Potato Chips,Snacks,Crunchy,S004,West,Mumbai,118,2360,True,14,True
T01178,2025-02-21,P106,Biscuits,Bakery,BakeWell,S001,South,Hyderabad,28,700,False,66,False
T01179,2025-06-20,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,36,2160,False,292,False
T01180,2025-02-05,P105,Energy Drink,Beverage,PowerUp,S005,East,Kolkata,167,15030,True,208,False
T01181,2025-02-24,P102,Orange Soda,Beverage,FizzCo,S002,South,Bengaluru,87,3045,False,204,False
T01182,2025-06-15,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,162,9720,True,288,False
T01183,2025-04-08,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,174,6090,False,99,False
T01184,2025-04-29,P101,Cola 500ml,Beverage,FizzCo,S002,South,Bengaluru,147,5880,False,72,False
T01185,2025-03-21,P105,Energy Drink,Beverage,PowerUp,S002,South,Bengaluru,45,4050,False,272,False
T01186,2025-05-25,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,169,15210,True,109,False
T01187,2025-06-13,P104,Salted Nuts,Snacks,Crunchy,S003,North,Delhi,138,8280,False,148,False
T01188,2025-06-08,P105,Energy Drink,Beverage,PowerUp,S001,South,Hyderabad,152,13680,False,20,True
T01189,2025-05-10,P105,Energy Drink,Beverage,PowerUp,S002,South,Bengaluru,63,5670,False,376,False
T01190,2025-05-21,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,74,1850,True,0,True
T01191,2025-02-22,P102,Orange Soda,Beverage,FizzCo,S004,West,Mumbai,38,1330,False,95,False
T01192,2025-02-11,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,92,1840,False,74,False
T01193,2025-04-13,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,113,4520,True,321,False
T01194,2025-06-13,P105,Energy Drink,Beverage,PowerUp,S005,East,Kolkata,131,11790,False,230,False
T01195,2025-01-02,P104,Salted Nuts,Snacks,Crunchy,S005,East,Kolkata,102,6120,False,123,False
T01196,2025-02-23,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,81,1620,True,125,False
T01197,2025-05-03,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,30,750,False,273,False
T01198,2025-03-11,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,116,2320,False,8,True
T01199,2025-01-24,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,117,2925,False,359,False
T01200,2025-04-30,P102,Orange Soda,Beverage,FizzCo,S003,North,Delhi,123,4305,False,59,False
T01201,2025-05-02,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,24,1440,False,292,False
T01202,2025-03-18,P104,Salted Nuts,Snacks,Crunchy,S003,North,Delhi,51,3060,False,387,False
T01203,2025-05-01,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,79,2765,True,399,False
T01204,2025-06-29,P106,Biscuits,Bakery,BakeWell,S002,South,Bengaluru,112,2800,False,111,False
T01205,2025-01-04,P104,Salted Nuts,Snacks,Crunchy,S001,South,Hyderabad,24,1440,False,44,False
T01206,2025-04-29,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,105,2100,False,331,False
T01207,2025-03-18,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,65,1625,False,347,False
T01208,2025-05-24,P105,Energy Drink,Beverage,PowerUp,S002,South,Bengaluru,147,13230,False,112,False
T01209,2025-03-01,P105,Energy Drink,Beverage,PowerUp,S001,South,Hyderabad,40,3600,False,306,False
T01210,2025-04-07,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,41,1025,False,398,False
T01211,2025-05-15,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,85,3400,False,398,False
T01212,2025-03-28,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,29,1160,False,308,False
T01213,2025-03-22,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,65,2600,False,314,False
T01214,2025-03-25,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,128,5120,False,164,False
T01215,2025-06-05,P102,Orange Soda,Beverage,FizzCo,S002,South,Bengaluru,172,6020,False,300,False
T01216,2025-04-17,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,163,14670,False,48,False
T01217,2025-04-18,P101,Cola 500ml,Beverage,FizzCo,S002,South,Bengaluru,91,3640,False,345,False
T01218,2025-02-24,P104,Salted Nuts,Snacks,Crunchy,S004,West,Mumbai,93,5580,False,33,False
T01219,2025-04-09,P103,Potato Chips,Snacks,Crunchy,S005,East,Kolkata,97,1940,False,164,False
T01220,2025-05-13,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,162,6480,False,272,False
T01221,2025-06-02,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,105,3675,False,255,False
T01222,2025-02-27,P104,Salted Nuts,Snacks,Crunchy,S004,West,Mumbai,70,4200,False,201,False
T01223,2025-01-21,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,111,4440,False,280,False
T01224,2025-01-26,P101,Cola 500ml,Beverage,FizzCo,S002,South,Bengaluru,88,3520,True,11,True
T01225,2025-05-04,P103,Potato Chips,Snacks,Crunchy,S001,South,Hyderabad,55,1100,False,282,False
T01226,2025-06-27,P102,Orange Soda,Beverage,FizzCo,S002,South,Bengaluru,120,4200,False,113,False
T01227,2025-02-09,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,144,5760,True,137,False
T01228,2025-02-15,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,71,2840,False,289,False
T01229,2025-03-13,P101,Cola 500ml,Beverage,FizzCo,S002,South,Bengaluru,117,4680,False,398,False
T01230,2025-02-13,P101,Cola 500ml,Beverage,FizzCo,S002,South,Bengaluru,37,1480,False,64,False
T01231,2025-04-12,P104,Salted Nuts,Snacks,Crunchy,S005,East,Kolkata,149,8940,True,368,False
T01232,2025-04-15,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,102,6120,False,65,False
T01233,2025-05-08,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,222,4440,True,366,False
T01234,2025-01-15,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,149,3725,True,271,False
T01235,2025-06-21,P106,Biscuits,Bakery,BakeWell,S004,West,Mumbai,118,2950,False,216,False
T01236,2025-05-20,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,37,1480,False,257,False
T01237,2025-02-03,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,43,1075,False,388,False
T01238,2025-05-13,P101,Cola 500ml,Beverage,FizzCo,S002,South,Bengaluru,91,3640,True,391,False
T01239,2025-02-08,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,53,1855,False,181,False
T01240,2025-04-23,P103,Potato Chips,Snacks,Crunchy,S005,East,Kolkata,56,1120,False,260,False
T01241,2025-03-08,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,52,4680,False,357,False
T01242,2025-02-09,P105,Energy Drink,Beverage,PowerUp,S001,South,Hyderabad,45,4050,False,345,False
T01243,2025-03-19,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,113,3955,False,323,False
T01244,2025-02-28,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,102,6120,True,219,False
T01245,2025-04-27,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,41,2460,False,301,False
T01246,2025-04-26,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,143,3575,True,249,False
T01247,2025-06-07,P102,Orange Soda,Beverage,FizzCo,S003,North,Delhi,54,1890,False,146,False
T01248,2025-02-19,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,73,2920,False,108,False
T01249,2025-05-08,P104,Salted Nuts,Snacks,Crunchy,S005,East,Kolkata,25,1500,False,26,False
T01250,2025-05-05,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,134,4690,False,80,False
T01251,2025-01-23,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,125,5000,True,228,False
T01252,2025-06-30,P105,Energy Drink,Beverage,PowerUp,S005,East,Kolkata,203,18270,True,124,False
T01253,2025-02-06,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,136,3400,True,265,False
T01254,2025-03-17,P105,Energy Drink,Beverage,PowerUp,S005,East,Kolkata,31,2790,False,42,False
T01255,2025-06-29,P104,Salted Nuts,Snacks,Crunchy,S003,North,Delhi,43,2580,False,328,False
T01256,2025-06-15,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,118,2360,True,231,False
T01257,2025-04-27,P105,Energy Drink,Beverage,PowerUp,S005,East,Kolkata,75,6750,False,277,False
T01258,2025-02-19,P105,Energy Drink,Beverage,PowerUp,S001,South,Hyderabad,154,13860,False,13,True
T01259,2025-06-05,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,212,7420,True,163,False
T01260,2025-01-24,P105,Energy Drink,Beverage,PowerUp,S001,South,Hyderabad,118,10620,False,377,False
T01261,2025-06-20,P101,Cola 500ml,Beverage,FizzCo,S002,South,Bengaluru,174,6960,False,309,False
T01262,2025-06-30,P102,Orange Soda,Beverage,FizzCo,S002,South,Bengaluru,87,3045,False,181,False
T01263,2025-03-18,P106,Biscuits,Bakery,BakeWell,S004,West,Mumbai,92,2300,False,291,False
T01264,2025-02-14,P103,Potato Chips,Snacks,Crunchy,S004,West,Mumbai,62,1240,False,159,False
T01265,2025-03-11,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,60,5400,False,94,False
T01266,2025-04-06,P106,Biscuits,Bakery,BakeWell,S004,West,Mumbai,118,2950,False,177,False
T01267,2025-05-19,P103,Potato Chips,Snacks,Crunchy,S005,East,Kolkata,82,1640,True,325,False
T01268,2025-01-16,P104,Salted Nuts,Snacks,Crunchy,S003,North,Delhi,57,3420,True,138,False
T01269,2025-03-25,P102,Orange Soda,Beverage,FizzCo,S002,South,Bengaluru,105,3675,False,175,False
T01270,2025-04-13,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,112,4480,False,236,False
T01271,2025-01-11,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,34,2040,False,74,False
T01272,2025-04-09,P105,Energy Drink,Beverage,PowerUp,S002,South,Bengaluru,176,15840,False,28,False
T01273,2025-05-19,P103,Potato Chips,Snacks,Crunchy,S004,West,Mumbai,100,2000,False,23,True
T01274,2025-04-20,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,84,7560,False,366,False
T01275,2025-01-23,P103,Potato Chips,Snacks,Crunchy,S004,West,Mumbai,43,860,False,152,False
T01276,2025-05-16,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,122,10980,True,52,False
T01277,2025-04-17,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,76,2660,False,146,False
T01278,2025-02-21,P104,Salted Nuts,Snacks,Crunchy,S001,South,Hyderabad,115,6900,True,177,False
T01279,2025-03-13,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,48,1200,True,11,True
T01280,2025-03-07,P102,Orange Soda,Beverage,FizzCo,S003,North,Delhi,41,1435,False,217,False
T01281,2025-03-27,P103,Potato Chips,Snacks,Crunchy,S004,West,Mumbai,208,4160,True,128,False
T01282,2025-04-01,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,102,2550,False,202,False
T01283,2025-01-30,P103,Potato Chips,Snacks,Crunchy,S004,West,Mumbai,47,940,False,34,False
T01284,2025-04-14,P105,Energy Drink,Beverage,PowerUp,S002,South,Bengaluru,43,3870,False,257,False
T01285,2025-02-17,P103,Potato Chips,Snacks,Crunchy,S004,West,Mumbai,20,400,False,379,False
T01286,2025-01-02,P105,Energy Drink,Beverage,PowerUp,S001,South,Hyderabad,85,7650,False,32,False
T01287,2025-05-17,P102,Orange Soda,Beverage,FizzCo,S004,West,Mumbai,118,4130,False,260,False
T01288,2025-06-30,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,59,1475,False,386,False
T01289,2025-06-21,P106,Biscuits,Bakery,BakeWell,S001,South,Hyderabad,51,1275,False,140,False
T01290,2025-01-25,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,101,4040,False,6,True
T01291,2025-05-17,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,161,5635,False,93,False
T01292,2025-02-02,P106,Biscuits,Bakery,BakeWell,S001,South,Hyderabad,87,2175,False,337,False
T01293,2025-04-11,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,116,10440,True,126,False
T01294,2025-03-25,P103,Potato Chips,Snacks,Crunchy,S005,East,Kolkata,27,540,False,163,False
T01295,2025-05-13,P104,Salted Nuts,Snacks,Crunchy,S003,North,Delhi,78,4680,False,71,False
T01296,2025-04-04,P102,Orange Soda,Beverage,FizzCo,S004,West,Mumbai,81,2835,False,376,False
T01297,2025-04-30,P103,Potato Chips,Snacks,Crunchy,S001,South,Hyderabad,21,420,False,288,False
T01298,2025-04-01,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,55,1375,False,285,False
T01299,2025-03-23,P102,Orange Soda,Beverage,FizzCo,S003,North,Delhi,86,3010,False,392,False
T01300,2025-03-16,P102,Orange Soda,Beverage,FizzCo,S003,North,Delhi,198,6930,True,165,False
T01301,2025-05-22,P106,Biscuits,Bakery,BakeWell,S001,South,Hyderabad,79,1975,False,16,True
T01302,2025-05-04,P104,Salted Nuts,Snacks,Crunchy,S004,West,Mumbai,87,5220,False,330,False
T01303,2025-06-10,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,40,1600,True,6,True
T01304,2025-06-09,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,111,2220,False,171,False
T01305,2025-02-19,P103,Potato Chips,Snacks,Crunchy,S001,South,Hyderabad,81,1620,True,171,False
T01306,2025-01-25,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,97,8730,True,292,False
T01307,2025-02-27,P101,Cola 500ml,Beverage,FizzCo,S005,East,Kolkata,28,1120,False,207,False
T01308,2025-03-25,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,116,10440,True,111,False
T01309,2025-01-23,P106,Biscuits,Bakery,BakeWell,S002,South,Bengaluru,47,1175,False,343,False
T01310,2025-04-30,P106,Biscuits,Bakery,BakeWell,S001,South,Hyderabad,59,1475,False,95,False
T01311,2025-02-07,P103,Potato Chips,Snacks,Crunchy,S005,East,Kolkata,83,1660,False,211,False
T01312,2025-02-14,P104,Salted Nuts,Snacks,Crunchy,S004,West,Mumbai,90,5400,False,207,False
T01313,2025-02-22,P104,Salted Nuts,Snacks,Crunchy,S004,West,Mumbai,42,2520,False,128,False
T01314,2025-03-12,P106,Biscuits,Bakery,BakeWell,S002,South,Bengaluru,179,4475,True,238,False
T01315,2025-03-06,P103,Potato Chips,Snacks,Crunchy,S004,West,Mumbai,105,2100,False,332,False
T01316,2025-01-20,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,84,3360,False,399,False
T01317,2025-02-28,P102,Orange Soda,Beverage,FizzCo,S005,East,Kolkata,48,1680,False,209,False
T01318,2025-02-18,P105,Energy Drink,Beverage,PowerUp,S004,West,Mumbai,25,2250,False,88,False
T01319,2025-06-28,P104,Salted Nuts,Snacks,Crunchy,S004,West,Mumbai,108,6480,False,284,False
T01320,2025-04-01,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,178,10680,True,351,False
T01321,2025-06-29,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,175,10500,True,182,False
T01322,2025-02-09,P105,Energy Drink,Beverage,PowerUp,S001,South,Hyderabad,29,2610,False,154,False
T01323,2025-06-14,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,52,1300,False,149,False
T01324,2025-05-16,P101,Cola 500ml,Beverage,FizzCo,S004,West,Mumbai,42,1680,False,163,False
T01325,2025-06-29,P103,Potato Chips,Snacks,Crunchy,S004,West,Mumbai,36,720,False,228,False
T01326,2025-06-09,P104,Salted Nuts,Snacks,Crunchy,S003,North,Delhi,130,7800,False,86,False
T01327,2025-04-29,P103,Potato Chips,Snacks,Crunchy,S002,South,Bengaluru,91,1820,False,211,False
T01328,2025-05-18,P106,Biscuits,Bakery,BakeWell,S004,West,Mumbai,46,1150,False,100,False
T01329,2025-03-29,P104,Salted Nuts,Snacks,Crunchy,S004,West,Mumbai,35,2100,False,350,False
T01330,2025-05-12,P106,Biscuits,Bakery,BakeWell,S004,West,Mumbai,78,1950,True,343,False
T01331,2025-02-14,P104,Salted Nuts,Snacks,Crunchy,S004,West,Mumbai,118,7080,False,221,False
T01332,2025-05-25,P101,Cola 500ml,Beverage,FizzCo,S003,North,Delhi,140,5600,False,262,False
T01333,2025-04-29,P105,Energy Drink,Beverage,PowerUp,S003,North,Delhi,58,5220,False,247,False
T01334,2025-02-13,P106,Biscuits,Bakery,BakeWell,S005,East,Kolkata,113,2825,False,94,False
T01335,2025-03-20,P106,Biscuits,Bakery,BakeWell,S003,North,Delhi,44,1100,False,268,False
T01336,2025-05-10,P102,Orange Soda,Beverage,FizzCo,S001,South,Hyderabad,67,2345,True,194,False
T01337,2025-02-08,P102,Orange Soda,Beverage,FizzCo,S002,South,Bengaluru,26,910,False,7,True
T01338,2025-02-27,P104,Salted Nuts,Snacks,Crunchy,S001,South,Hyderabad,77,4620,False,250,False
T01339,2025-05-27,P101,Cola 500ml,Beverage,FizzCo,S001,South,Hyderabad,92,3680,False,367,False
T01340,2025-04-16,P103,Potato Chips,Snacks,Crunchy,S003,North,Delhi,88,1760,False,83,False
T01341,2025-05-19,P105,Energy Drink,Beverage,PowerUp,S002,South,Bengaluru,202,18180,False,307,False
T01342,2025-02-10,P104,Salted Nuts,Snacks,Crunchy,S002,South,Bengaluru,64,3840,True,122,False
T01343,2025-04-20,P104,Salted Nuts,Snacks,Crunchy,S003,North,Delhi,47,2820,False,100,False
T01344,2025-01-19,P103,Potato Chips,Snacks,Crunchy,S001,South,Hyderabad,46,920,False,281,False
T01345,2025-03-30,P103,Potato Chips,Snacks,Crunchy,S004,West,Mumbai,79,1580,False,366,False
